"x"
4645,794921875
4650,19873046875
4646,7783203125
4644,921875
4640,4462890625
4656,27197265625
4650,5625
4648,97021484375
4646,58935546875
4643,3447265625
4639,43896484375
4635,5
4668,6669921875
4657,4814453125
4650,63720703125
4648,97607421875
4644,74951171875
4640,82763671875
4637,98388671875
4634,49755859375
4631,68603515625
4709,3525390625
4691,20703125
4673,21142578125
4660,70849609375
4652,52978515625
4649,00537109375
4644,58203125
4641,0830078125
4637,80126953125
4633,94580078125
4628,51611328125
4624,26806640625
4621,52734375
4621,05078125
4725,43994140625
4723,60498046875
4724,3134765625
4719,28857421875
4708,15673828125
4691,15087890625
4676,912109375
4666,193359375
4655,71923828125
4649,056640625
4643,43017578125
4636,75732421875
4632,10009765625
4627,68896484375
4620,8369140625
4618,72412109375
4617,69482421875
4620,13623046875
4762,6103515625
4750,8935546875
4738,91015625
4728,51025390625
4722,6865234375
4720,95263671875
4717,990234375
4711,60009765625
4704,7490234375
4693,89599609375
4681,72412109375
4672,76123046875
4662,634765625
4655,27880859375
4645,5302734375
4638,1123046875
4630,8056640625
4620,767578125
4613,23388671875
4613,359375
4615,98974609375
4756,41357421875
4752,74169921875
4747,03515625
4738,3310546875
4729,4892578125
4724,93603515625
4720,43505859375
4714,42236328125
4708,8583984375
4704,5849609375
4696,7197265625
4686,86572265625
4679,37255859375
4669,77685546875
4659,48193359375
4646,7685546875
4637,09814453125
4628,873046875
4616,70263671875
4608,3857421875
4609,17041015625
4612,54248046875
4747,09814453125
4744,84423828125
4742,59521484375
4738,9814453125
4734,419921875
4730,5615234375
4722,2431640625
4715,21875
4710,0517578125
4702,28271484375
4691,80712890625
4681,0947265625
4675,14892578125
4666,00244140625
4651,138671875
4637,576171875
4627,0693359375
4619,79296875
4609,2724609375
4602,10009765625
4603,720703125
4603,60791015625
4603,71875
4734,96484375
4736,1767578125
4735,48974609375
4735,09375
4736,3251953125
4738,2685546875
4736,67578125
4732,90234375
4724,8369140625
4717,2099609375
4711,78076171875
4699,9130859375
4685,6015625
4671,52197265625
4660,94970703125
4650,619140625
4637,13916015625
4624,6689453125
4617,52099609375
4608,98681640625
4600,578125
4596,63134765625
4596,52734375
4594,5107421875
4594,4501953125
4723,7998046875
4722,44580078125
4720,04931640625
4719,849609375
4718,84765625
4721,2294921875
4726,240234375
4728,47216796875
4728,482421875
4727,01611328125
4721,62890625
4712,94775390625
4697,98046875
4678,4482421875
4661,931640625
4647,4501953125
4635,0166015625
4624,46044921875
4617,02734375
4608,53515625
4600,1494140625
4593,2119140625
4589,53857421875
4586,31298828125
4584,87158203125
4586,1435546875
4583,34716796875
4709,22412109375
4706,6103515625
4704,6259765625
4704,1767578125
4701,78955078125
4703,03857421875
4707,08203125
4712,43212890625
4719,89697265625
4726,6904296875
4722,20703125
4711,330078125
4693,5390625
4670,75830078125
4654,22802734375
4640,138671875
4627,48388671875
4618,525390625
4610,10498046875
4599,64404296875
4591,86767578125
4585,4140625
4580,24169921875
4576,50244140625
4577,5771484375
4579,08447265625
4578,42724609375
4697,09716796875
4692,431640625
4689,98388671875
4690,15771484375
4687,72021484375
4688,07958984375
4690,57275390625
4697,4580078125
4710,04736328125
4718,85107421875
4715,36865234375
4702,9306640625
4686,33447265625
4664,2421875
4649,05322265625
4637,97412109375
4627,1328125
4615,85546875
4602,25
4589,42236328125
4581,55517578125
4576,85986328125
4569,951171875
4567,0576171875
4570,74365234375
4574,9736328125
4577,71875
4576,83984375
4572,6474609375
4690,35107421875
4686,169921875
4679,87451171875
4677,302734375
4677,55908203125
4675,76318359375
4674,9189453125
4677,66162109375
4683,814453125
4692,09130859375
4697,42431640625
4698,02978515625
4685,32080078125
4669,228515625
4654,30615234375
4644,1982421875
4634,130859375
4623,8232421875
4611,3486328125
4595,65771484375
4580,37109375
4569,18603515625
4565,59765625
4560,2265625
4559,5625
